"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"KPAWBBYX","conferencePaper","2012","Pekárek, Aleš; Willems, Marieke","The europeana newspapers–a gateway to european newspapers online","Euro-Mediterranean Conference","","","","","","2012","2022-02-13 16:45:30","2022-11-04 11:13:08","","654–659","","","","","","","","","","","Springer","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/Springer/2012/pekárek_willems_2012_the europeana newspapers–a gateway to european newspapers.pdf; /home/ebn/Zotero/storage/69LAMYW2/978-3-642-34234-9_68.html","","europeana; HEMDIG - PROJETOS SIMILARES; HEMDIG FRAMEWORK; newspapers; OCR; OLR; NER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZYL2CCMQ","conferencePaper","2016","Moreux, Jean-Philippe","Data mining historical newspaper metadata","Proceedings of the IFLA International News Media Conference (04 2016). https://www. researchgate. net/publication/291833336_Data_Mining_Historical_Newspaper_Metadata","","","","","","2016","2022-02-13 16:45:30","2022-11-04 11:13:08","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/undefined/2016/moreux_2016_data mining historical newspaper metadata.pdf","","europeana; HEMDIG - PROJETOS SIMILARES; HEMDIG FRAMEWORK; newspapers; OCR; OLR; ALTO XML; data visualization; data mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77RT6MSU","journalArticle","2013","Reilly, Susan","The challenge of making digitised European newspaper content available online","","","","","","","2013","2022-02-13 16:50:26","2022-11-04 11:13:08","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/undefined/2013/reilly_2013_the challenge of making digitised european newspaper.pdf; /home/ebn/Zotero/storage/9SEU27QD/255.html","","europeana; HEMDIG - PROJETOS SIMILARES; HEMDIG FRAMEWORK; newspapers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RZWE3WI","report","2020","Ehrmann, Maud; Bunout, Estelle; Clematide, Simon; Düring, Marten; Fickers, Andreas; Guido, Daniele; Kalyakin, Roman; Kaplan, Frédéric; Romanello, Matteo; Schroeder, Paul","Historical Newspaper Content Mining: Revisiting the impresso Project's Challenges in Text and Image Processing, Design and Historical Scholarship","","","","","","","2020","2022-02-13 16:50:26","2022-11-04 11:13:08","","","","","","","","Historical Newspaper Content Mining","","","","","ADHO","","","","","","","Google Scholar","","","","/home/ebn/pCloudDrive/zot_library/ADHO/2020/ehrmannet al_2020_historical newspaper content mining.pdf","","HEMDIG - PROJETOS SIMILARES; HEMDIG FRAMEWORK; newspapers; impresso project; image processing; text processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D36LXRJU","journalArticle","2022","Oberbichler, Sarah; Boroş, Emanuela; Doucet, Antoine; Marjanen, Jani; Pfanzelter, Eva; Rautiainen, Juha; Toivonen, Hannu; Tolonen, Mikko","Integrated interdisciplinary workflows for research on historical newspapers: Perspectives from humanities scholars, computer scientists, and librarians","Journal of the Association for Information Science and Technology","","2330-1643","10.1002/asi.24565","https://onlinelibrary.wiley.com/doi/abs/10.1002/asi.24565","This article considers the interdisciplinary opportunities and challenges of working with digital cultural heritage, such as digitized historical newspapers, and proposes an integrated digital hermeneutics workflow to combine purely disciplinary research approaches from computer science, humanities, and library work. Common interests and motivations of the above-mentioned disciplines have resulted in interdisciplinary projects and collaborations such as the NewsEye project, which is working on novel solutions on how digital heritage data is (re)searched, accessed, used, and analyzed. We argue that collaborations of different disciplines can benefit from a good understanding of the workflows and traditions of each of the disciplines involved but must find integrated approaches to successfully exploit the full potential of digitized sources. The paper is furthermore providing an insight into digital tools, methods, and hermeneutics in action, showing that integrated interdisciplinary research needs to build something in between the disciplines while respecting and understanding each other's expertise and expectations.","2022","2022-03-19 01:43:19","2022-11-04 11:12:53","2022-03-19 01:43:19","225-239","","2","73","","","Integrated interdisciplinary workflows for research on historical newspapers","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/asi.24565","","/home/ebn/pCloudDrive/zot_library/Journal of the Association for Information Science and Technology/2022/oberbichleret al_2022_integrated interdisciplinary workflows for research on.pdf; /home/ebn/Zotero/storage/8N2I3GKD/asi.html","","HEMDIG - PROJETOS SIMILARES; HEMDIG FRAMEWORK; newspapers; workflow; Interdisciplinary collaborations; newseye","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2W868RF","computerProgram","2022","Brasil, Eric","analise_pyHDB","","","","","https://github.com/ericbrasiln/analise_pyHDB","Scripts para geração de gráficos a partir do dataset criado com a ferramenta pyHDB","2022-02-08","2022-10-28 14:41:39","2022-11-04 11:11:33","2022-10-28 14:41:39","","","","","","","","","","","","","","","MIT","","","","GitHub","","original-date: 2021-11-14T02:39:31Z","","","","HEMDIG FRAMEWORK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Python","","","","","","","","",""
"5U4ZKLP9","encyclopediaArticle","2022","","Interface gráfica do utilizador","Wikipédia, a enciclopédia livre","","","","https://pt.wikipedia.org/w/index.php?title=Interface_gr%C3%A1fica_do_utilizador&oldid=63533578","Em informática, interface gráfica do utilizador (português europeu) ou usuário (português brasileiro) (abreviadamente, o acrônimo GUI, do inglês Graphical User Interface) é um tipo de interface do utilizador que permite a interação com dispositivos digitais por meio de elementos gráficos como ícones e outros indicadores visuais, em contraste a interface de linha de comando. Foi criada pela Xerox mas somente se tornou um produto com a Apple.A interação é feita geralmente com um mouse ou um teclado, com os quais o usuário é capaz de selecionar símbolos e manipulá-los de forma a obter algum resultado prático. Esses símbolos são designados de widgets e são agrupados em kits. Ambiente gráfico é um software feito para facilitar e tornar prática a utilização do computador por meio de representações visuais do sistema operacional. Para Windows temos apenas o ambiente gráfico padrão, nas versões Windows Vista e Windows 7 temos a chamada Windows Aero. Para GNU/Linux temos vários ambientes gráficos, entre eles, o KDE, Gnome, BlackBox, Xfce, LXDE, etc.. Há também a opção de não precisar usar ambientes gráficos. Para prover a funcionalidade do ambiente gráfico existem programas como X.org, XFree86.","2022-05-06","2022-10-25 09:42:14","2022-11-04 11:11:33","2022-10-25 09:42:13","","","","","","","","","","","","","","pt","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 63533578","","/home/ebn/Zotero/storage/E832I2L4/Interface_gráfica_do_utilizador.html","","GUI; HEMDIG FRAMEWORK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HVK4WTF","encyclopediaArticle","2022","","Graphical user interface","Wikipedia","","","","https://en.wikipedia.org/w/index.php?title=Graphical_user_interface&oldid=1116620039","The GUI ( JEE-yoo-EYE or  GOO-ee), graphical user interface, is a form of user interface that allows users to interact with electronic devices through graphical icons and audio indicator such as primary notation, instead of text-based UIs, typed command labels or text navigation. GUIs were introduced in reaction to the perceived steep learning curve of CLIs (command-line interfaces), which require commands to be typed on a computer keyboard. The actions in a GUI are usually performed through direct manipulation of the graphical elements. Beyond computers, GUIs are used in many handheld mobile devices such as MP3 players, portable media players, gaming devices, smartphones and smaller household, office and industrial controls. The term GUI tends not to be applied to other lower-display resolution types of interfaces, such as video games (where HUD (head-up display) is preferred), or not including flat screens like volumetric displays because the term is restricted to the scope of 2D display screens able to describe generic information, in the tradition of the computer science research at the Xerox Palo Alto Research Center.","2022-10-17","2022-10-25 09:41:22","2022-11-04 11:11:33","2022-10-25 09:41:22","","","","","","","","","","","","","","en","Creative Commons Attribution-ShareAlike License","","","","Wikipedia","","Page Version ID: 1116620039","","/home/ebn/Zotero/storage/APEEIPMJ/Graphical_user_interface.html","","GUI; HEMDIG FRAMEWORK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UWR67VMR","journalArticle","2020","Maia, José E. B.; Sá, Gildácio J. de A.","Processing topical queries on images of historical newspaper pages","","","","10.48550/ARXIV.2002.08500","https://arxiv.org/abs/2002.08500","Historical newspapers are a source of research for the human and social sciences. However, these image collections are difficult to read by machine due to the low quality of the print, the lack of standardization of the pages in addition to the low quality photograph of some files. This paper presents the processing model of a topic navigation system in historical newspaper page images. The general procedure consists of four modules which are: segmentation of text sub-images and text extraction, preprocessing and representation, induced topic extraction and representation, and document viewing and retrieval interface. The algorithmic and technological approaches of each module are described and the initial test results about a collection covering a range of 28 years are presented.","2020","2022-08-12 13:42:18","2022-11-04 11:11:33","2022-08-12 13:42:18","","","","","","","","","","","","","","","arXiv.org perpetual, non-exclusive license","","","","DOI.org (Datacite)","","Publisher: arXiv Version Number: 1","","/home/ebn/pCloudDrive/zot_library/undefined/2020/maia_sá_2020_processing topical queries on images of historical.pdf","","HEMDIG FRAMEWORK; newspapers; NER; image processing; NLP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8GXXGJWR","journalArticle","2019","Azevedo, Laís Paula de Medeiros Campos; Pessoa, Lígia Silvia; Neta, Olívia Morais de Medeiros","A Hemeroteca Digital Brasileira: Fontes E Possibilidades Para a Pesquisa Em História Da Educação","Cenas Educacionais","","2595-4881","","https://www.revistas.uneb.br/index.php/cenaseducacionais/article/view/7361","Resumo 					A Hemeroteca Digital Brasileira vinculada à Fundação Biblioteca Nacional disponibiliza aos pesquisadores a consulta ao seu acervo digital de periódicos, jornais, revistas e outros documentos, de forma livre e gratuita. Este artigo objetiva apresentar e discutir a hemeroteca digital como fonte para a História da Educação potiguar, tendo como foco a investigação acerca do intelectual norte-rio-grandense Nestor dos Santos Lima. O artigo foi construído de modo a descrever o percurso de pesquisa realizado no portal. O recorte espaço-temporal investigado compreendeu os documentos não apenas no Rio Grande do Norte, mas em outros Estados no período de 1900 a 1930. Entre os jornais disponibilizados na Hemeroteca e que se constituíram enquanto resultados da pesquisa apontamos, por exemplo, “O Paiz” e o “Jornal do Comércio” do Rio de Janeiro, o “Correio Paulistano” de São Paulo e o “Diário de Pernambuco”. Para a realização da pesquisa, nos pautamos principalmente em Le Goff (1990), Certeau (1982), Zicman (1985) e Luca (2008). Ressaltamos a potencialidade da imprensa enquanto fonte para História da Educação e a necessidade da crítica ao documento que, muitas vezes se revela parcial e subjetivo, permeado por intencionalidades. Destacamos, sobretudo, a relevância da Hemeroteca Digital enquanto repositório de fontes para a História da Educação. Como possibilidades advindas da pesquisa na hemeroteca digital sobre Nestor Lima, apontamos os indícios da relação que o intelectual constrói com a imprensa, as sociabilidades apresentadas, além das marcas de sua atuação no campo educacional no Estado e sua repercussão nacional durante o período da Primeira República.","2019","2022-05-17 00:52:26","2022-11-04 11:11:33","2022-05-17 00:52:26","39-55","","","2","","","A Hemeroteca Digital Brasileira","","","","","","","pt","Copyright (c)","","","","www.revistas.uneb.br","","","","/home/ebn/pCloudDrive/zot_library/Cenas Educacionais/2019/azevedoet al_2019_a hemeroteca digital brasileira.pdf","","HDB; HEMDIG FRAMEWORK; newspapers; OCR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
