"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"925X74YD","conferencePaper","2003","Cinque, L.; Levialdi, S.; Malizia, A.","A system for the automatic layout segmentation and classification of digital documents","Proc. - Int. Conf. Image Anal. Process., ICIAP","0769519482 (ISBN); 9780769519487 (ISBN)","","10.1109/ICIAP.2003.1234050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649152439&doi=10.1109%2fICIAP.2003.1234050&partnerID=40&md5=d82804346f8d2452921f12efafdabc82","Paper document recognition is fundamental for office automation becoming every day a more powerful tool in those fields where information is still on paper. Document recognition follows from data acquisition, from both journals and entire books, in order to transform them into digital objects. We present a new system for document recognition that follows the open source methodologies, XML description for document segmentation and classification, which turns out to be beneficial in terms of classification precision, and general-purpose availability. © 2003 IEEE.","2003","2022-11-04 11:54:17","2023-09-01 16:58:55","2003-09-17","201-206","","","","","","","","","","","","Mantova","English","","","Scopus","","","","Journal Abbreviation: Proc. - Int. Conf. Image Anal. Process., ICIAP","","","","Automatic layout; Classification precision; Digital Documents; Digital Objects; document analysis; Document analysis; Document Analysis; Document recognition; Document segmentation; HEMDIG - SCOPUS; HEMDIG - WOS; Image analysis; image processing and segmentation; Image processing and segmentation; Information retrieval systems; Office automation; Open systems; Paper documents; pattern recognition; Pattern recognition; Pattern Recognition; SCOPUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12th International Conference on Image Analysis and Processing, ICIAP 2003","","","","","","","","","","","","","","",""
"X95P2UPU","conferencePaper","2005","Takiguchi, Y.; Okada, M.; Miyake, Y.; TC10 (Graph. Recog.) and TC11 (Read. Syst.) of the (IAPR)","A fundamental study of output translation from layout recognition and semantic understanding system for mathematical formulae","Proc. Int. Conf. Doc. Anal. Recognit.","15205363 (ISSN); 0769524206 (ISBN); 9780769524207 (ISBN)","","10.1109/ICDAR.2005.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947360285&doi=10.1109%2fICDAR.2005.10&partnerID=40&md5=b469479340d8a26a56f00a6bd8986866","In this paper we propose an implementation method for an off-line layout recognition and semantic understanding system for mathematical formulae. This off-line system aims at higher order coding of mathematical formulae in scientific articles as an application in document analysis. The system has two intermediate output codes: a layout tree holding information of geometrical structure of the formula and character recognized code of the symbols, and a semantic tree holding information of semantics of symbols. From the structure tree and the semantic tree after layout recognition and semantic understanding, various useful output can be generated at the translating part. This paper mainly describes implementation techniques for LATEX source output for high quality typesetting and gnuplot script output for drawing a function as a method for visual representation. © 2005 IEEE.","2005","2022-11-04 11:54:08","2023-09-01 16:58:50","2005-08-31","745-749","","","2005","","","","","","","","","Seoul","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Conf. Doc. Anal. Recognit.","","","","CHARACTER-RECOGNITION; Computational geometry; Encoding (symbols); Geometrical structure; HEMDIG - SCOPUS; HEMDIG - WOS; Layout recognition; Mathematical formulae; Pattern recognition; SCOPUS; Semantics; Translation (languages); Visual representation","","","","","TC10 (Graph. Recog.) and TC11 (Read. Syst.) of the (IAPR)","","","","","","","","","","","","","","","","","","","","","","","","","","","8th International Conference on Document Analysis and Recognition","","","","","","","","","","","","","","",""
"L73KSBQX","conferencePaper","2005","Esposito, F.; Ferilli, S.; Basile, T.M.A.; Di Mauro, N.; TC10 (Graph. Recog.) and TC11 (Read. Syst.) of the (IAPR)","Intelligent document processing","Proc. Int. Conf. Doc. Anal. Recognit.","15205363 (ISSN); 0769524206 (ISBN); 9780769524207 (ISBN)","","10.1109/ICDAR.2005.144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947413581&doi=10.1109%2fICDAR.2005.144&partnerID=40&md5=2593cd8304f09ed0c5cc62c147785ca2","Digital repositories raise the need for an effective and efficient retrieval of the stored material. In this paper we propose the intensive application of intelligent techniques to the steps of document layout analysis, document image classification and understanding on digital documents. Specifically, the complex interrelation existing among layout components, that are fundamental to assign them the proper semantic role, suggest the exploitation of first-order representations in some learning steps. Results obtained in a prototypical system for scientific conference management prove that the proposed approach can be beneficial both for the layout recognition and for the selection of interesting components of the document, from which extracting the text for categorizing the document according to its topic. © 2005 IEEE.","2005","2022-11-04 11:54:07","2023-09-01 16:58:52","2005-08-31","1100-1104","","","2005","","","","","","","","","Seoul","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Conf. Doc. Anal. Recognit.","","","","Classification (of information); Data processing; Digital documents; HEMDIG - SCOPUS; HEMDIG - WOS; Information management; Information retrieval; Intelligent agents; Intelligent document processing; Layout recognition; SCOPUS; Semantics","","","","","TC10 (Graph. Recog.) and TC11 (Read. Syst.) of the (IAPR)","","","","","","","","","","","","","","","","","","","","","","","","","","","8th International Conference on Document Analysis and Recognition","","","","","","","","","","","","","","",""
"6866GNWU","conferencePaper","2008","Gaceb, D.; Eglin, V.; Lebourgeois, F.; Emptoz, H.","Application of graph coloring in physical layout segmentation","Proc. Int. Conf. Pattern Recognit.","10514651 (ISSN); 9781424421756 (ISBN)","","10.1109/icpr.2008.4761641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957964928&doi=10.1109%2ficpr.2008.4761641&partnerID=40&md5=f0a1f0ef9c1d5ee90ffb19cf8787f87a","Every-day, the postal sorting systems diffuse several tons of mails. It is noted that the principal origin of mail rejection is related to the failure of address-block localization task, particularly, of the physical layout segmentation stage. The bottom-up and top-down segmentation methods bring different knowledge that should not be ignored when we need to increase the robustness. Hybrid methods combine the two strategies in order to take advantages of one strategy to the detriment of other. Starting from these remarks, our proposal makes use of a hybrid segmentation strategy more adapted to the postal mails. The high level stages are based on the hierarchical graphs coloring. Today, no other work in this context has make use of the powerfulness of this tool. The performance evaluation of our approach was tested on a corpus of 10000 envelope images. The processing times and the rejection rate were considerably reduced. © 2008 IEEE.","2008","2022-11-04 11:54:05","2023-09-01 16:58:43","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Conf. Pattern Recognit.","","","","Bottom-up and top-down; Graph colorings; HEMDIG - SCOPUS; HEMDIG - WOS; Hierarchical graphs; Hybrid segmentation; Pattern recognition; Physical layout; Processing time; Rejection rates; SCOPUS; Segmentation methods; Software engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Conference on Pattern Recognition","","","","","","","","","","","","","","",""
"ZSGK5INL","journalArticle","2005","Kyriacou, T.; Bugmann, G.; Lauria, S.","Vision-based urban navigation procedures for verbally instructed robots","Robotics and Autonomous Systems","","09218890 (ISSN)","10.1016/j.robot.2004.08.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-22544440593&doi=10.1016%2fj.robot.2004.08.011&partnerID=40&md5=48971da18919c7c3deb996cf3ad03fbc","When humans explain a task to be executed by a robot they decompose it into chunks of actions. These form a chain of search-and-act sensory-motor loops that exit when a condition is met. In this paper we investigate the nature of these chunks in an urban visual navigation context, and propose a method for implementing the corresponding robot primitives such as ""take the nth turn right/left"". These primitives make use of a ""short-lived"" internal map updated as the robot moves along. The recognition and localisation of intersections is done in the map using task-guided template matching. This approach takes advantage of the content of human instructions to save computation time and improve robustness. © 2004 Elsevier B.V. All rights reserved.","2005","2022-11-04 11:54:13","2023-09-01 16:58:52","","69-80","","1","51","","Rob Autom Syst","","","","","","","","English","","","Scopus","","","","","","","","Computer vision; HEMDIG - SCOPUS; HEMDIG - WOS; Mobile robots; Natural language processing systems; NATURAL-LANGUAGE; Navigation; Pattern recognition; road layout recognition; Road layout recognition; Robot learning; robot primitives; Robot primitives; Robotics; route instructions; Route instructions; SCOPUS; SYSTEM; template matching; Template matching; urban navigation; Urban navigation; Urban planning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RG2IUPNC","conferencePaper","2005","Zhang, Y.; Gray, R.; Chou, S.; Rockwell, B.; Xiao, G.; Kamberian, H.; Cottle, R.; Wolleben, A.; Progler, C.; SPIE","Mask cost analysis via write time estimation","Proc SPIE Int Soc Opt Eng","0277786X (ISSN)","","10.1117/12.598884","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25144436352&doi=10.1117%2f12.598884&partnerID=40&md5=aa6606ca7f7be6a0869bd43f38cd27cc","Long write times have been an industry wide concern regarding rising mask costs. The purpose of this study is to develop a simple model that can predict mask write time precisely, without an e-beam writer. With a good understanding of the trade-offs between design complexity and write time, mask makers can work with mask designers more closely to simplify design and minimize mask cost. This work compared several basic models including calculations based on write area with a fixed e-beam shot size, a software estimation with a pre-set exposure, and a mask stage settling time. Our proposed model uses a completely different approach to examine the correlation between layout complexity (vertices count, total line edge, figure, etc.) through a CATS layout segmentation and actual write time. It is found that write time is a strong function of layout figure, vertex count and total line edge. Errors between actual write time and estimated write time from the new model reduced from 7% on average on the current production software to 3%. Additionally, the new model can operate independent of the writer type and without fractured data being transferred onto a writer. Also provided are a few case studies to evaluate the interaction between write time and basic shape/OPC (optical proximity correction). Using a simple design shape and a better data snapping strategy can reduce write time up to 10 fold for applications in nano-imprint template manufacturing. Several strategies to reduce mask cost are proposed.","2005","2022-11-04 11:54:12","2023-09-01 16:58:48","2005-03-03","313-318","","","5756","","","","","","","","","San Jose, CA","English","","","Scopus","","","","Journal Abbreviation: Proc SPIE Int Soc Opt Eng","","","","CATS; Cost benefit analysis; Data acquisition; design optimization; Design optimization; HEMDIG - SCOPUS; HEMDIG - WOS; Image segmentation; mask write time; Mask write time; OPC; Optical correlation; Optical design; Optical engineering; Optical systems; SCOPUS; vertex; Vertex","","Liebmann L.W.","","","SPIE","","","","","","","","","","","","","","","","","","","","","","","","","","","Design and Process Integration for Microelectronic Manufacturing III","","","","","","","","","","","","","","",""
"DJV39N9G","journalArticle","2005","Mukherjee, S.; Swaminathan, M.; Matoglu, E.","Statistical analysis and diagnosis methodology for RF circuits in LCP substrates","IEEE Transactions on Microwave Theory and Techniques","","00189480 (ISSN)","10.1109/TMTT.2005.855735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28144451013&doi=10.1109%2fTMTT.2005.855735&partnerID=40&md5=5c3447f342ee566ce6fbf235698cee71","This paper presents the application of a fast and accurate layout-level statistical analysis methodology for the diagnosis of RF circuit layouts with embedded passives in liquid crystalline polymer substrates. The approach is based on layout-segmentation, lumped-element modeling, sensitivity analysis, and extraction of probability density function using convolution methods. The statistical analyses were utilized as a diagnosis tool to estimate distributed design parameter variations and yield of RF circuit layouts for a given measured performance. The results of statistical analysis and diagnosis were compared with measurement results of fabricated filters. Statistical methods were also applied for design space exploration to improve system performance, as well as estimation of yield and diagnosis of faults during batch fabrication. © 2005 IEEE.","2005","2022-11-04 11:54:11","2023-09-01 16:58:51","","3621-3630","","11","53","","IEEE Trans. Microwave Theory Tech.","","","","","","","","English","","","Scopus","","","","","","","","bandpass filter; Bandpass filter; Bandpass filters; Frequency converter circuits; HEMDIG - SCOPUS; HEMDIG - WOS; Integrated circuit layout; Liquid crystal polymers; liquid crystalline polymer (LCP); Liquid crystalline polymer (LCP); Lumped-element modeling; Mathematical models; parametric yield; Parametric yield; Passive networks; RF synthesis; SCOPUS; statistical diagnosis; Statistical diagnosis; Statistical methods; Substrates","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CW7UNEJT","conferencePaper","2005","Erol, B.; Lee, D.-S.; Hull, J.J.","Smart handouts: Personalized e-presentation documents","IEEE Int. Conf. Multimedia Expo","0780393325 (ISBN); 9780780393325 (ISBN)","","10.1109/ICME.2005.1521451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750549032&doi=10.1109%2fICME.2005.1521451&partnerID=40&md5=b7e1dd287b1d1186e944f524e731b581","A novel system is described that significantly enhances the usefulness of handwritten notes taken during a presentation by creating a multimedia document that includes scanned images of handouts, personal notes, and links to a multimedia recording of the presentation. Notes are linked to the e-presentation media with automatic content analysis without any special notes capture device. Layout segmentation and template matching automatically detects the presence of presentation handouts during scanning. Presentation-level and slide-level linking of handouts to e-media use text and image features from slides. Experimental results show 95% accuracy in linking of the scanned handouts to the e-presentation media. © 2005 IEEE.","2005","2022-11-04 11:54:09","2023-09-01 16:58:53","2005-07-06","426-429","","","2005","","","","","","","","","Amsterdam","English","","","Scopus","","","","Journal Abbreviation: IEEE Int. Conf. Multimedia Expo","","","","Automatic content analysis; Electronic document exchange; Feature extraction; Handouts; HEMDIG - SCOPUS; HEMDIG - WOS; Image recording; Multimedia documents; Multimedia recording; Multimedia systems; Pattern matching; SCOPUS; Telecommunication links; Text processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE International Conference on Multimedia and Expo, ICME 2005","","","","","","","","","","","","","","",""
"S3QX5M3R","conferencePaper","2006","Takiguchi, Y.; Okada, M.; Miyake, Y.","A study on character recognition error correction at higher level recognition step for mathematical formulae understanding","Proc. Int. Conf. Pattern Recognit.","10514651 (ISSN); 0769525210 (ISBN); 9780769525211 (ISBN)","","10.1109/ICPR.2006.180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34047223470&doi=10.1109%2fICPR.2006.180&partnerID=40&md5=df4aafba3e70262bdd526b57f01ccf13","In this paper we propose a method for correcting character recognition errors at the higher level recognition step in an understanding system for mathematical formulae. The system consists of two-level recognition steps: the low level recognition including character recognition, and the higher level recognition including layout recognition. We use the layout information recognized in the latter step to correct the character recognition errors by using two sources of information. One is based on some keywords such as mathematical function names, and the other is based on a cost tree and co-occurrence probabilities between symbols. The efficacy of the proposed method is verified by some experimental results, and the character recognition rate increased from 80.2% to 89.2%. © 2006 IEEE.","2006","2022-11-04 11:54:06","2023-09-01 16:58:46","2006-08-20","966-969","","","2","","","","","","","","","Hong Kong","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Conf. Pattern Recognit.","","","","Character recognition; Character recognition errors; Computational efficiency; Error correction; Functions; HEMDIG - SCOPUS; HEMDIG - WOS; Information analysis; Keywords; Mathematical formulae; Probability; SCOPUS; Trees (mathematics)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18th International Conference on Pattern Recognition, ICPR 2006","","","","","","","","","","","","","","",""
"XJ2GQ3XR","conferencePaper","2008","Gaceb, D.; Eglin, V.; Lebourgeois, F.; Emptoz, H.; Osaka Prefecture University; International Association for Pattern Recognition, IAPR; Japan Society for the Promotion of Science; International Information Science Foundation; Hitachi, Ltd.; Hitachi Computer Peripherals Co., Ltd.","Physical layout segmentation of mail application dedicated to automatic postal sorting system","DAS 2008 - Proc. IAPR Int. Workshop Document Anal. Syst.","9780769533377 (ISBN)","","10.1109/DAS.2008.56","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57649210479&doi=10.1109%2fDAS.2008.56&partnerID=40&md5=18ee74d82acb5e9d7ca1b5cf2d05698d","Every-day, the postal sorting systems diffuse several tons of mails. It is noted that the principal origin of mail rejection is related to the failure of address-block localization task, particularly, of the physical layout segmentation stage. The bottom-up and top-down segmentation methods bring different knowledge that should not be ignored when we need to increase the robustness. Hybrid methods combine the two strategies in order to take advantages of one strategy to the detriment of other. Starting from these remarks, our proposal makes use of a hybrid segmentation strategy more adapted to the postal malls. The high level stages are based on the hierarchical graphs coloring, allowing managing through a pyramidal data organization, the complex rules leading the interpretation of the connected components decomposition of interest zones. Today, no other work in this context has make use of the powerfulness of this tool. The performance evaluation of our approach was tested on a corpus of 10000 envelope Images. The processing times and the rejection rate were considerably reduced. © 2008 IEEE.","2008","2022-11-04 11:54:02","2023-09-01 16:58:42","2008-09-16","408-414","","","","","","","","","","","","Nara","English","","","Scopus","","","","Journal Abbreviation: DAS 2008 - Proc. IAPR Int. Workshop Document Anal. Syst.","","","","Bottom-up; Connected components; Data organizations; Electronic warfare; HEMDIG - SCOPUS; HEMDIG - WOS; Hierarchical graphs; Hybrid methods; Hybrid segmentations; Intelligent vehicle highway systems; Military electronic countermeasures; Performance evaluations; Processing times; Rejection rates; SCOPUS; Segmentation methods; Sorting; Sorting systems; Technical presentations; Top downs","","","","","Osaka Prefecture University; International Association for Pattern Recognition, IAPR; Japan Society for the Promotion of Science; International Information Science Foundation; Hitachi, Ltd.; Hitachi Computer Peripherals Co., Ltd.","","","","","","","","","","","","","","","","","","","","","","","","","","","8th IAPR International Workshop on Document Analysis Systems, DAS 2008","","","","","","","","","","","","","","",""
"VJ7AMMWY","journalArticle","2009","Leydier, Y.; Ouji, A.; LeBourgeois, F.; Emptoz, H.","Towards an omnilingual word retrieval system for ancient manuscripts","Pattern Recognition","","00313203 (ISSN)","10.1016/j.patcog.2009.01.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349245536&doi=10.1016%2fj.patcog.2009.01.026&partnerID=40&md5=3c60d67964c4e975c186bec41cf8500e","In this article, we introduce the first method that allows the indexation of ancient manuscripts of any language and alphabet. We describe a word retrieval engine inspired by recent word-spotting advances on ancient manuscripts. Our approach does not need any layout segmentation and makes use of features fitted to any type of alphabet (Latin, Arabic, Chinese, etc.) and writing. The engine is tested on numerous documents and in several use-cases. © 2009 Elsevier Ltd. All rights reserved.","2009","2022-11-04 11:54:01","2023-09-01 16:58:35","","2089-2105","","9","42","","Pattern Recogn.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","","","","Ancient documents; Data mining; Document indexing; Engines; GRADIENT; HEMDIG - SCOPUS; HEMDIG - WOS; Information retrieval; Omnilingual; SCOPUS; Segmentation-free; Word retrieval; Word Spotting; Word-spotting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"384V3F73","conferencePaper","2011","Ouji, A.; Leydier, Y.; Lebourgeois, F.; IEEE Circuit and System Society; IEEE Communication Society; IEEE Computer Society; IEEE Signal Processing Society","Advertisement detection in digitized press images","Proc. - IEEE Int. Conf. Multimedia Expo","19457871 (ISSN); 9781612843490 (ISBN)","","10.1109/ICME.2011.6011890","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155136740&doi=10.1109%2fICME.2011.6011890&partnerID=40&md5=7c6ceb0cc50fa7a46e01aaf31af00725","This paper presents the first method for detecting advertisements in digitized press. The system aims at locating and recognizing ads. A color segmentation approach which is robust against digitization noise is introduced. The color separation output is used to carry out layout segmentation in document pages and to compute visual features. Block classification results, given with a variety of magazine and newspaper pages, are presented and discussed. © 2011 IEEE.","2011","2022-11-04 11:53:57","2023-09-01 16:58:28","2011-07-11","","","","","","","","","","","","IEEE Computer Society","Barcelona","English","","","Scopus","","","","Journal Abbreviation: Proc. - IEEE Int. Conf. Multimedia Expo","","","","Advertisement detection; Advertisement detections; Block classification; Color segmentation; Color separation; document image; Document images; HEMDIG - SCOPUS; HEMDIG - WOS; Image segmentation; Presses (machine tools); SCOPUS; segmentation; SEGMENTATION; Visual feature","","","","","IEEE Circuit and System Society; IEEE Communication Society; IEEE Computer Society; IEEE Signal Processing Society","","","","","","","","","","","","","","","","","","","","","","","","","","","2011 12th IEEE International Conference on Multimedia and Expo, ICME 2011","","","","","","","","","","","","","","",""
"EW6IVQ2J","conferencePaper","2013","Mehri, M.; Gomez-Krämer, P.; Héroux, P.; Mullot, R.; The Society for Imaging Science and Technology (IS and T); The Society of Photo-Optical Instrumentation Engineers (SPIE); Qualcomm Inc.; Google Inc.","Old document image segmentation using the autocorrelation function and multiresolution analysis","Proc SPIE Int Soc Opt Eng","0277786X (ISSN); 9780819494313 (ISBN)","","10.1117/12.2002365","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875824773&doi=10.1117%2f12.2002365&partnerID=40&md5=345ff43ec8ee0d94a6fb96535dcc3db3","Recent progress in the digitization of heterogeneous collections of ancient documents has rekindled new challenges in information retrieval in digital libraries and document layout analysis. Therefore, in order to control the quality of historical document image digitization and to meet the need of a characterization of their content using intermediate level metadata (between image and document structure), we propose a fast automatic layout segmentation of old document images based on five descriptors. Those descriptors, based on the autocorrelation function, are obtained by multiresolution analysis and used afterwards in a specific clustering method. The method proposed in this article has the advantage that it is performed without any hypothesis on the document structure, either about the document model (physical structure), or the typographical parameters (logical structure). It is also parameter-free since it automatically adapts to the image content. In this paper, firstly, we detail our proposal to characterize the content of old documents by extracting the autocorrelation features in the different areas of a page and at several resolutions. Then, we show that is possible to automatically find the homogeneous regions defined by similar indices of autocorrelation without knowledge about the number of clusters using adapted hierarchical ascendant classification and consensus clustering approaches. To assess our method, we apply our algorithm on 316 old document images, which encompass six centuries (1200-1900) of French history, in order to demonstrate the performance of our proposal in terms of segmentation and characterization of heterogeneous corpus content. Moreover, we define a new evaluation metric, the homogeneity measure, which aims at evaluating the segmentation and characterization accuracy of our methodology. We find a 85% of mean homogeneity accuracy. Those results help to represent a document by a hierarchy of layout structure and content, and to define one or more signatures for each page, on the basis of a hierarchical representation of homogeneous blocks and their topology. © 2013 SPIE-IS&T.","2013","2022-11-04 11:53:50","2023-09-01 16:58:18","2013-02-05","","","","8658","","","","","","","","","Burlingame, CA","English","","","Scopus","","","","Journal Abbreviation: Proc SPIE Int Soc Opt Eng","","","","autocorrelation; Autocorrelation; Autocorrelation features; Autocorrelation functions; Characterization; Cluster analysis; consensus clustering; Consensus clustering; consensus clustering.; Digital image storage; Digital libraries; directional rose; Directional rose; Document layout analysis; HEMDIG - SCOPUS; HEMDIG - WOS; Heterogeneous collections; Hierarchical representation; Image segmentation; Metadata; Multi-resolutions; multiresolution; Multiresolution analysis; Optical character recognition; Quality control; Regression analysis; SCOPUS; Segmentation","","","","","The Society for Imaging Science and Technology (IS and T); The Society of Photo-Optical Instrumentation Engineers (SPIE); Qualcomm Inc.; Google Inc.","","","","","","","","","","","","","","","","","","","","","","","","","","","Document Recognition and Retrieval XX","","","","","","","","","","","","","","",""
"P3P3FAMB","conferencePaper","2013","Svendsen, J.; Branzan-Albu, A.; The Society for Imaging Science and Technology (IS and T); The Society of Photo-Optical Instrumentation Engineers (SPIE); Qualcomm Inc.; Google Inc.","Document segmentation via oblique cuts","Proc SPIE Int Soc Opt Eng","0277786X (ISSN); 9780819494313 (ISBN)","","10.1117/12.2003351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875834336&doi=10.1117%2f12.2003351&partnerID=40&md5=c43481deebc1e3545cf418aece80359d","This paper presents a novel solution for the layout segmentation of graphical elements in Business Intelligence documents. We propose a generalization of the recursive X-Y cut algorithm, which allows for cutting along arbitrary oblique directions. An intermediate processing step consisting of line and solid region removal is also necessary due to presence of decorative elements. The output of the proposed segmentation is a hierarchical structure which allows for the identification of primitives in pie and bar charts. The algorithm was tested on a database composed of charts from business documents. Results are very promising. © 2013 SPIE-IS&T.","2013","2022-11-04 11:53:49","2023-09-01 16:58:09","2013-02-05","","","","8658","","","","","","","","","Burlingame, CA","English","","","Scopus","","","","Journal Abbreviation: Proc SPIE Int Soc Opt Eng","","","","Algorithms; Business documents; Chart Recognition; Document analysis; Document Analysis and Recognition; Document segmentation; Document Segmentation; Engineering; Graphical elements; HEMDIG - SCOPUS; HEMDIG - WOS; Hierarchical structures; Molecular physics; Oblique direction; Processing steps; SCOPUS","","","","","The Society for Imaging Science and Technology (IS and T); The Society of Photo-Optical Instrumentation Engineers (SPIE); Qualcomm Inc.; Google Inc.","","","","","","","","","","","","","","","","","","","","","","","","","","","Document Recognition and Retrieval XX","","","","","","","","","","","","","","",""
"5MTT6JSW","conferencePaper","2013","Baechler, M.; Liwicki, M.; Ingold, R.; Raytheon BBN Technologies; ABBYY; VisionObjects; Google; HITACHI","Text line extraction using DMLP classifiers for historical manuscripts","Proc. Int. Conf. Doc. Anal. Recognit.","15205363 (ISSN)","","10.1109/ICDAR.2013.206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889582038&doi=10.1109%2fICDAR.2013.206&partnerID=40&md5=94165d512203b615e4110187deb9f5a3","This paper proposes a novel text line extraction method for historical documents. The method works in two steps. In the first step, layout analysis is performed to recognize the physical structure of a given document using a classification technique, more precisely the pixels of a coloured document image are classified into five classes: text-block, core-text-line, decoration, background, and periphery. This layout recognition is achieved by a cascade of two Dynamic Multilayer Perceptron (DMLP) classifiers and works without binarisation. In the second step, an algorithm takes the layout recognition results as an input, extracts the text lines, and groups them into blocks using the connected components approach. Finally, the algorithm refines the boundaries of the text lines using the binary image and the layout recognition results. Our system is evaluated on three historical manuscripts with a test set of 49 pages. The best obtained hit rate for text lines is 96.3%. © 2013 IEEE.","2013","2022-11-04 11:53:47","2023-09-01 16:58:19","2013-08-25","1029-1033","","","","","","","","","","","","Washington, DC","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Conf. Doc. Anal. Recognit.","","","","Algorithms; Character recognition; Classification (of information); Classification technique; Connected component; Document images; DOCUMENTS; HEMDIG - SCOPUS; HEMDIG - WOS; Historical documents; History; Information retrieval systems; Layout analysis; Multi layer perceptron; Physical structures; SCOPUS; SEGMENTATION; Text processing; Text-line extractions","","","","","Raytheon BBN Technologies; ABBYY; VisionObjects; Google; HITACHI","","","","","","","","","","","","","","","","","","","","","","","","","","","12th International Conference on Document Analysis and Recognition, ICDAR 2013","","","","","","","","","","","","","","",""
